site,site_type,zone,survey_date,transect,quadrat,purple_urchins_raw_diff,purple_quadrants_sampled_raw_diff,purple_conceiled_raw_diff,purple_disease_raw_diff,red_urchins_raw_diff,red_quadrants_sampled_raw_diff,red_conceiled_raw_diff,red_disease_raw_diff,lamr_raw_diff,macr_raw_diff,macj_raw_diff,nerj_raw_diff,ptej_raw_diff,lsetj_raw_diff,eisj_raw_diff,tegula_raw_diff,tegula_quadrants_sampled_raw_diff,pomaulax_raw_diff,pomaulax_quadrants_sampled_raw_diff,relief_raw_diff,risk_raw_diff,drift_superlayer_raw_diff,upc1_raw_diff,upc2_raw_diff,upc3_raw_diff,upc4_raw_diff,upc5_raw_diff,upc6_raw_diff,upc7_raw_diff,upc8_raw_diff,substrate_raw_diff
REC_03,INCIP,Shallow,2024-07-02,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red turf - < 2 cm  ≠  Encrusting red,Red turf - < 2 cm  ≠  Encrusting red,NA,NA
REC_03,INCIP,Deep,2024-07-02,1,24,NA,NA,NA,NA,NA,4  ≠  3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_03,INCIP,Deep,2024-07-02,1,22,23  ≠  21,NA,1  ≠  0,NA,0  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9  ≠  11,NA,0  ≠  1,NA,NA,5  ≠  4,NA,Fleshy red  ≠  Crustose coralline,NA,NA,NA,Crustose coralline  ≠  Encrusting red,Crustose coralline  ≠  Encrusting red,Crustose coralline  ≠  Encrusting red,Articulated coralline  ≠  Encrusting red,NA
REC_03,INCIP,Deep,2024-07-02,2,9,NA,4  ≠  2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_03,INCIP,Deep,2024-07-02,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,3  ≠  15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_03,INCIP,Deep,2024-07-02,4,22,NA,NA,NA,NA,NA,4  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6  ≠  30,3  ≠  15,NA,NA,NA,NA,NA,NA,NA,Articulated coralline  ≠  Encrusting red,Crustose coralline  ≠  Encrusting red,NA
REC_03,INCIP,Deep,2024-07-02,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,6  ≠  30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_03,INCIP,Deep,2024-07-02,3,13,43  ≠  46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_03,INCIP,Deep,2024-07-02,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red turf - < 2 cm  ≠  Encrusting red,Red turf - < 2 cm  ≠  Encrusting red,NA,NA,NA
REC_04,FOR,Shallow,2024-07-30,4,28,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,FOR,Shallow,2024-07-30,4,26,NA,NA,NA,NA,NA,NA,NA,NA,8  ≠  0,1  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,FOR,Shallow,2024-07-30,1,26,NA,NA,0  ≠  1,NA,NA,NA,0  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,11  ≠  2,NA,NA,NA,11  ≠  6,0  ≠  3,NA,Fleshy red  ≠  Crustose coralline,NA,NA,NA,Encrusting red  ≠  Phragmatopoma,Fleshy red  ≠  Phragmatopoma,Lam. Holdfast - Live  ≠  Phragmatopoma,Fleshy red  ≠  Phragmatopoma,NA
REC_04,FOR,Shallow,2024-07-30,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Phragmatopoma  ≠  Crustose coralline,Phragmatopoma  ≠  Crustose coralline,Phragmatopoma  ≠  Crustose coralline,Phragmatopoma  ≠  Crustose coralline,Encrusting red  ≠  Crustose coralline,NA
REC_04,FOR,Shallow,2024-07-30,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10  ≠  3,5  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,FOR,Shallow,2024-07-30,3,9,NA,NA,NA,NA,9  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8  ≠  5,NA,NA,NA,NA,NA,NA,NA,NA,Stephanocystis  ≠  Other anemone,NA
REC_04,FOR,Shallow,2024-07-30,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lam. Holdfast - Live  ≠  Stephanocystis,Phragmatopoma  ≠  Lam. Holdfast - Live,NA,NA,Stephanocystis  ≠  Phragmatopoma,NA
REC_04,BAR,Deep,2024-09-04,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7  ≠  2,NA,13  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-09-04,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Articulated coralline  ≠  Crustose coralline,Articulated coralline  ≠  Crustose coralline,Encrusting red  ≠  Articulated coralline,Other anemone  ≠  Articulated coralline,Crustose coralline  ≠  Encrusting red,Crustose coralline  ≠  Other anemone,NA
REC_04,FOR,Deep,2024-07-29,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Articulated coralline  ≠  Crustose coralline,Articulated coralline  ≠  Crustose coralline,Articulated coralline  ≠  Crustose coralline,NA,NA,NA,NA
REC_04,FOR,Deep,2024-07-29,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dodecaceria spp.  ≠  Phragmatopoma,Phragmatopoma  ≠  Dodecaceria spp.,NA
REC_04,FOR,Deep,2024-07-29,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bedrock (> 1 m)  ≠  Boulder (10 cm - 1 m)
REC_04,FOR,Deep,2024-07-29,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dictyota/Dictyopteris  ≠  Dictyoneurum spp.,NA,NA,NA,NA,NA,NA
REC_04,FOR,Deep,2024-07-29,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,NA,Fleshy red  ≠  Crustose coralline,Fleshy red  ≠  Crustose coralline,NA,NA,NA,NA
REC_04,INCIP,Shallow,2024-07-29,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lam. Holdfast - Live  ≠  Stephanocystis,Bare sand  ≠  Lam. Holdfast - Live,NA,Stephanocystis  ≠  Bare sand,NA
REC_04,INCIP,Shallow,2024-07-29,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12  ≠  17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Shallow,2024-07-29,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desmarestia spp.  ≠  Red turf - < 2 cm,Phragmatopoma  ≠  Red turf - < 2 cm,Phragmatopoma  ≠  Desmarestia spp.,NA,Red turf - < 2 cm  ≠  Phragmatopoma,Red turf - < 2 cm  ≠  Phragmatopoma,NA
REC_04,INCIP,Shallow,2024-07-29,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red turf - < 2 cm  ≠  Articulated coralline,Bare sand  ≠  Articulated coralline,Bare sand  ≠  Red turf - < 2 cm,NA,Articulated coralline  ≠  Bare sand,Articulated coralline  ≠  Bare sand,NA
REC_04,INCIP,Deep,2024-07-22,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,1  ≠  5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,1  ≠  5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5  ≠  25,7  ≠  35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3  ≠  15,5  ≠  25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  10,2  ≠  10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  10,3  ≠  15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,1  ≠  5,NA,NA,NA,NA,NA,NA,Bare sand  ≠  Encrusting red,Bare sand  ≠  Encrusting red,NA,NA
REC_04,INCIP,Deep,2024-07-22,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5  ≠  25,2  ≠  10,NA,NA,NA,NA,NA,NA,Encrusting red  ≠  Bare sand,Encrusting red  ≠  Bare sand,NA,NA
REC_04,INCIP,Deep,2024-07-22,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bare sand  ≠  Phragmatopoma,NA
REC_04,INCIP,Deep,2024-07-22,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16  ≠  6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phragmatopoma  ≠  Red turf - < 2 cm,NA,NA,Red turf - < 2 cm  ≠  Phragmatopoma,NA
REC_04,INCIP,Deep,2024-07-22,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting red  ≠  Crustose coralline,NA,NA,NA,Phragmatopoma  ≠  Encrusting red,Bare rock  ≠  Phragmatopoma,NA
REC_04,INCIP,Deep,2024-07-22,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephanocystis  ≠  Red turf - < 2 cm,Stephanocystis  ≠  Red turf - < 2 cm,Stephanocystis  ≠  Red turf - < 2 cm,NA,NA,NA,NA
REC_04,INCIP,Deep,2024-07-22,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phragmatopoma  ≠  Fleshy red,NA,Fleshy red  ≠  Phragmatopoma,NA
REC_04,BAR,Shallow,2024-07-29,4,24,26  ≠  28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Shallow,2024-07-29,3,9,NA,NA,NA,NA,4  ≠  9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0  ≠  6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,4,24,NA,4  ≠  2,2  ≠  1,NA,NA,4  ≠  2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6  ≠  30,4  ≠  20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,4,22,NA,NA,NA,NA,NA,4  ≠  2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  10,NA,NA,NA,6  ≠  30,3  ≠  15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,3,9,NA,4  ≠  2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4  ≠  20,2  ≠  10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_04,BAR,Deep,2024-07-22,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0  ≠  1,NA,NA,NA,NA,NA,NA,3  ≠  15,2  ≠  10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,BAR,Shallow,2024-07-30,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29  ≠  13,0  ≠  19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,BAR,Shallow,2024-07-30,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phragmatopoma  ≠  Dodecaceria spp.,NA
REC_05,BAR,Deep,2024-07-30,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting red  ≠  Articulated coralline,NA,NA,Articulated coralline  ≠  Encrusting red,NA
REC_05,INCIP,Shallow,2024-07-31,1,28,NA,NA,4  ≠  11,11  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,NA,NA,NA
REC_05,INCIP,Shallow,2024-07-31,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lam. Holdfast - Live  ≠  Desmarestia spp.,NA,NA,Desmarestia spp.  ≠  Lam. Holdfast - Live,NA
REC_05,INCIP,Shallow,2024-07-31,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Shallow,2024-07-31,3,13,0  ≠  4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Articulated coralline  ≠  Crustose coralline,NA,Crustose coralline  ≠  Articulated coralline,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Shallow,2024-07-31,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lam. Holdfast - Live  ≠  Desmarestia spp.,Desmarestia spp.  ≠  Lam. Holdfast - Live,NA,NA
REC_05,INCIP,Shallow,2024-07-31,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Articulated coralline,Crustose coralline  ≠  Red turf - < 2 cm,Crustose coralline  ≠  Stephanocystis,Crustose coralline  ≠  Stephanocystis,Crustose coralline  ≠  Desmarestia spp.,NA,Desmarestia spp.  ≠  Lam. Holdfast - Live,NA
REC_05,INCIP,Shallow,2024-07-31,2,9,NA,NA,NA,0  ≠  4,2  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bare rock  ≠  Desmarestia spp.,Bare rock  ≠  Desmarestia spp.,NA
REC_05,INCIP,Shallow,2024-07-31,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red turf - < 2 cm  ≠  Encrusting red,Encrusting red  ≠  Red turf - < 2 cm,NA
REC_05,INCIP,Shallow,2024-07-31,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Deep,2024-08-27,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1  ≠  7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Deep,2024-08-27,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1  ≠  7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Deep,2024-08-27,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3  ≠  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,INCIP,Deep,2024-08-27,4,26,NA,NA,2  ≠  12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,FOR,Shallow,2024-07-31,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Cup Corals,NA
REC_05,FOR,Shallow,2024-07-31,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting red  ≠  Red turf - < 2 cm,Encrusting red  ≠  Red turf - < 2 cm,NA
REC_05,FOR,Shallow,2024-07-31,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1  ≠  7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_05,FOR,Deep,2024-07-31,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead Kelp Holdfast (any)  ≠  Stephanocystis,NA
REC_07,INCIP,Shallow,2024-08-27,4,26,NA,NA,NA,4  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Shallow,2024-08-27,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Shallow,2024-08-27,4,22,NA,NA,NA,NA,NA,NA,NA,NA,0  ≠  1,NA,NA,NA,NA,1  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Deep,2024-08-27,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Articulated coralline,Crustose coralline  ≠  Articulated coralline,Crustose coralline  ≠  Articulated coralline,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Deep,2024-08-27,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6  ≠  0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Deep,2024-08-27,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bare sand  ≠  Sponge,NA
REC_07,INCIP,Deep,2024-08-27,4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2  ≠  1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REC_07,INCIP,Deep,2024-08-27,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8  ≠  0,NA,NA,NA,NA,NA,NA,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Crustose coralline  ≠  Fleshy red,Articulated coralline  ≠  Crustose coralline,NA,NA,NA
REC_01,INCIP,Shallow,2024-09-09,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23  ≠  11,NA,NA,NA,4  ≠  2,0  ≠  3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
